psoda,pfries,pentree,wagest,nmgrs,nregs,hrsopen,emp,psoda2,pfries2,pentree2,wagest2,nmgrs2,nregs2,hrsopen2,emp2,compown,chain,density,crmrte,state,prpblck,prppov,prpncar,hseval,nstores,income,county,lpsoda,lpfries,lhseval,lincome,ldensity,NJ,BK,KFC,RR
1.1200000047683716,1.059999942779541,1.0199999809265137,4.25,3.0,5,16.0,27.5,1.1100000143051147,1.1100000143051147,1.0499999523162842,5.050000190734863,5.0,5,15.0,27.0,1,3,4030.0,0.05288660153746605,1,0.1711542010307312,0.03657890111207962,0.07884279638528824,148300.0,3,44534.0,18,0.11332868784666061,0.05826885253190994,11.90699291229248,10.704008102416992,8.301521301269531,1,0,0,1
1.059999942779541,0.9100000262260437,0.949999988079071,4.75,3.0,3,16.5,21.5,1.0499999523162842,0.8899999856948853,0.949999988079071,5.050000190734863,4.0,3,17.5,24.5,0,1,4030.0,0.05288660153746605,1,0.1711542010307312,0.03657890111207962,0.07884279638528824,148300.0,3,44534.0,18,0.05826885253190994,-0.09431064873933792,11.90699291229248,10.704008102416992,8.301521301269531,1,1,0,0
1.059999942779541,0.9100000262260437,0.9800000190734863,4.25,3.0,5,18.0,30.0,1.0499999523162842,0.9399999976158142,0.9800000190734863,5.050000190734863,4.0,5,17.5,25.0,0,1,11400.0,0.03600030019879341,1,0.04736020043492317,0.08790720254182816,0.2694298028945923,169200.0,3,41164.0,12,0.05826885253190994,-0.09431064873933792,12.038836479187012,10.625319480895996,9.341368675231934,1,1,0,0
1.1200000047683716,1.0199999809265137,1.059999942779541,5.0,4.0,5,16.0,27.5,1.149999976158142,1.0499999523162842,1.0499999523162842,5.050000190734863,4.0,5,16.0,,0,3,8345.0,0.048423200845718384,1,0.05283939838409424,0.05912270024418831,0.13669030368328094,171600.0,3,50366.0,10,0.11332868784666061,0.019802609458565712,12.052921295166016,10.827071189880371,9.029417991638184,1,0,0,1
1.1200000047683716,,0.49000000953674316,5.0,3.0,3,16.0,5.0,1.0399999618530273,1.0099999904632568,0.5799999833106995,5.050000190734863,3.0,3,16.0,12.0,0,1,720.0,0.06158899888396263,1,0.03448000177741051,0.025414500385522842,0.07380200177431107,249100.0,1,72287.0,10,0.11332868784666061,,12.425609588623047,11.188399314880371,6.579251289367676,1,1,0,0
1.059999942779541,0.949999988079071,1.0099999904632568,4.25,4.0,4,15.0,17.5,1.0499999523162842,0.9399999976158142,1.0,5.050000190734863,3.0,4,15.0,28.0,0,1,4424.0,0.033482298254966736,1,0.05913269892334938,0.08350010216236115,0.115134097635746,148000.0,2,44515.0,18,0.05826885253190994,-0.051293306052684784,11.904967308044434,10.703581809997559,8.39479923248291,1,1,0,0
1.1699999570846558,0.949999988079071,0.949999988079071,4.650000095367432,3.0,2,16.0,22.5,1.0499999523162842,0.9399999976158142,0.9399999976158142,5.050000190734863,3.0,2,16.0,18.5,0,1,2678.0,0.031029600650072098,1,0.018677299842238426,0.02923489920794964,0.05018540099263191,212700.0,1,62056.0,10,0.157003715634346,-0.051293306052684784,12.267638206481934,11.035792350769043,7.892825603485107,1,1,0,0
1.1699999570846558,1.0199999809265137,1.059999942779541,4.5,3.0,5,17.0,18.5,1.1100000143051147,1.059999942779541,1.0499999523162842,5.050000190734863,3.0,5,16.0,17.0,1,3,6405.0,0.04190009832382202,1,0.004906000103801489,0.03375989943742752,0.08271049708127975,198800.0,1,53655.0,24,0.157003715634346,0.019802609458565712,12.200054168701172,10.89033031463623,8.7648344039917,1,0,0,1
1.1799999475479126,1.0199999809265137,1.059999942779541,,4.0,4,17.0,17.0,1.100000023841858,1.0099999904632568,0.9900000095367432,5.050000190734863,4.0,4,18.0,34.0,0,1,18388.0,0.0945454016327858,1,0.9210559129714966,0.2036816030740738,0.39194899797439575,103800.0,5,31314.0,10,0.16551439464092255,0.019802609458565712,11.55022144317627,10.351820945739746,9.819453239440918,1,1,0,0
1.1699999570846558,1.1200000047683716,1.0199999809265137,4.25,3.0,5,18.0,27.0,1.1100000143051147,1.1200000047683716,1.0499999523162842,5.050000190734863,6.0,5,17.0,22.0,1,3,18388.0,0.0945454016327858,1,0.9210559129714966,0.2036816030740738,0.39194899797439575,103800.0,5,31314.0,10,0.157003715634346,0.11332868784666061,11.55022144317627,10.351820945739746,9.819453239440918,1,0,0,1
1.059999942779541,1.0199999809265137,2.3399999141693115,4.75,3.0,5,12.0,11.0,1.0499999523162842,1.0499999523162842,2.319999933242798,5.050000190734863,5.0,5,12.0,32.5,1,2,18388.0,0.0945454016327858,1,0.9210559129714966,0.2036816030740738,0.39194899797439575,103800.0,5,31314.0,10,0.05826885253190994,0.019802609458565712,11.55022144317627,10.351820945739746,9.819453239440918,1,0,1,0
1.059999942779541,1.0499999523162842,1.059999942779541,4.5,4.0,2,15.5,20.0,1.1100000143051147,1.090000033378601,2.069999933242798,5.050000190734863,4.0,2,15.5,20.0,0,4,18388.0,0.0945454016327858,1,0.9210559129714966,0.2036816030740738,0.39194899797439575,103800.0,5,31314.0,10,0.05826885253190994,0.04879011958837509,11.55022144317627,10.351820945739746,9.819453239440918,1,0,0,0
1.0499999523162842,0.949999988079071,2.740000009536743,4.25,3.0,5,13.5,17.0,1.0499999523162842,0.8399999737739563,2.319999933242798,5.050000190734863,2.0,5,12.5,9.5,0,2,11401.0,0.14823000133037567,1,0.9210559129714966,0.2036816030740738,0.39194899797439575,103800.0,5,31314.0,10,0.04879011958837509,-0.051293306052684784,11.55022144317627,10.351820945739746,9.341456413269043,1,0,1,0
1.1699999570846558,1.059999942779541,1.1699999570846558,4.349999904632568,4.0,,15.0,7.5,,,,,0.0,,,0.0,1,1,12627.0,0.030446499586105347,1,0.013910899870097637,0.08453989773988724,0.22727270424365997,191300.0,1,38569.0,2,0.157003715634346,0.05826885253190994,12.161598205566406,10.56020450592041,9.44359302520752,1,1,0,0
